scaled_Forest_Area_LandCover_km2,scaled_Forest_Loss_ha,scaled_Mean_Discharge_m3s,scaled_Total_Glacial_Lake_Area_km2,scaled_Forest_Loss_ha_lag1,scaled_Mean_Discharge_m3s_lag1,scaled_Total_Glacial_Lake_Area_km2_lag1,scaled_Forest_Loss_ChangeRate,scaled_Mean_Discharge_ChangeRate,scaled_Glacial_Lake_Area_ChangeRate,Year
7.225410365478381e-15,0.0,-3.9470914025995675e-16,-0.918075577631282,0.0,-3.9470914025995665e-16,-1.0292587911202133e-16,0.0,0.0,0.0,1959.0
7.225410365478381e-15,0.0,-3.9470914025995675e-16,-0.9018316460135284,0.0,-3.9470914025995665e-16,-0.9180755776312819,0.0,0.0,2.541817318812581,1960.0
7.225410365478381e-15,0.0,5.015345168927845,-0.7360009037754084,0.0,-3.9470914025995665e-16,-0.9018316460135283,0.0,0.0,1.0647937538766767,1962.0
7.225410365478381e-15,0.0,3.8612977422015984,-0.6489930793413617,0.0,5.015345168927844,-0.7360009037754083,0.0,-0.5888411844959429,-0.24405905526401334,1963.0
7.225410365478381e-15,0.0,0.3488912767331033,-0.5937850383911313,0.0,3.8612977422015975,-0.6489930793413616,0.0,-1.8988697996707602,-0.28243104375055966,1964.0
7.225410365478381e-15,0.0,-0.48736638314995373,-0.8085014459480804,0.0,0.3488912767331032,-0.5937850383911312,0.0,-0.98401421939845,-0.40482152623863554,1965.0
7.225410365478381e-15,0.0,-0.07680309968722254,-0.4234205913815879,0.0,-0.4873663831499536,-0.8085014459480803,0.0,0.5224620007312815,0.18223146991672062,1966.0
7.225410365478381e-15,0.0,-0.3222941154882512,0.37985483931302466,0.0,-0.07680309968722253,-0.4234205913815878,0.0,-0.3845173270101258,-0.081984776975271,1967.0
7.225410365478381e-15,0.0,0.1858675582475977,-0.796184122165053,0.0,-0.32229411548825115,0.3798548393130248,0.0,0.6171470958041189,-0.43949365689558784,1968.0
7.225410365478381e-15,0.0,-0.15008829947409952,1.0292587911202133e-16,0.0,0.18586755824759768,-0.7961841221650529,0.0,-0.46143607052425506,-0.3113734975548522,1969.0
7.225410365478381e-15,0.0,0.06262980451896627,-0.7773230056381527,0.0,-0.1500882994740995,-1.0292587911202133e-16,0.0,0.19452663029250727,-0.2896239535873334,1970.0
7.225410365478381e-15,0.0,0.3112952175111006,1.0292587911202133e-16,0.0,0.06262980451896626,-0.7773230056381526,0.0,0.21751585940281973,-0.3113734975548522,1971.0
7.225410365478381e-15,0.0,-0.5082434356056675,1.0292587911202133e-16,0.0,0.31129521751110056,-1.0292587911202133e-16,0.0,-0.9763806159413262,-0.3113734975548522,1972.0
7.225410365478381e-15,0.0,0.3233087978190277,1.0292587911202133e-16,0.0,-0.5082434356056674,-1.0292587911202133e-16,0.0,1.1490222263912644,-0.3113734975548522,1973.0
7.225410365478381e-15,0.0,-0.2980443568648824,0.27712263812996296,0.0,0.32330879781902766,-1.0292587911202133e-16,0.0,-0.7565979819483071,0.7425427786645219,1974.0
7.225410365478381e-15,0.0,0.38447481409747314,-0.38376215163981076,0.0,-0.29804435686488234,0.277122638129963,0.0,0.8469111800082225,-0.3895560488844032,1975.0
7.225410365478381e-15,0.0,-0.9063150484646175,1.0292587911202133e-16,0.0,0.3844748140974731,-0.3837621516398107,0.0,-1.4611307000771938,-0.3113734975548522,1976.0
7.225410365478381e-15,0.0,-0.2681067461974159,1.0292587911202133e-16,0.0,-0.9063150484646174,-1.0292587911202133e-16,0.0,1.054210038551876,-0.3113734975548522,1977.0
7.225410365478381e-15,0.0,-0.3794335677518768,-0.9059857977093819,0.0,-0.26810674619741587,-1.0292587911202133e-16,0.0,-0.22726341298028857,-0.4494509681369967,1978.0
7.225410365478381e-15,0.0,-1.030284496908045,1.0292587911202133e-16,0.0,-0.37943356775187675,-0.9059857977093818,0.0,-0.9889964960468767,-0.3113734975548522,1979.0
7.225410365478381e-15,0.0,-0.555566944107492,1.0292587911202133e-16,0.0,-1.0302844969080447,-1.0292587911202133e-16,0.0,0.8207653968564931,-0.3113734975548522,1980.0
7.225410365478381e-15,0.0,-0.5295419237276571,1.0292587911202133e-16,0.0,-0.5555669441074919,-1.0292587911202133e-16,0.0,-0.03892480296156534,-0.3113734975548522,1981.0
7.225410365478381e-15,0.0,-0.7772255215196254,-0.8941312586281196,0.0,-0.529541923727657,-1.0292587911202133e-16,0.0,-0.44694550025635243,-0.18130569451542483,1982.0
7.225410365478381e-15,0.0,-0.5845187391571883,1.0292587911202133e-16,0.0,-0.7772255215196253,-0.8941312586281195,0.0,0.2427436152057328,-0.3113734975548522,1983.0
7.225410365478381e-15,0.0,-0.7095300553221108,1.0292587911202133e-16,0.0,-0.5845187391571882,-1.0292587911202133e-16,0.0,-0.2687410765435282,-0.3113734975548522,1984.0
7.225410365478381e-15,0.0,-0.5722110910923779,1.0292587911202133e-16,0.0,-0.7095300553221107,-1.0292587911202133e-16,0.0,0.14337264212346856,-0.3113734975548522,1985.0
7.225410365478381e-15,0.0,-1.0598714582819373,1.0292587911202133e-16,0.0,-0.5722110910923778,-1.0292587911202133e-16,0.0,-0.817760465026576,-0.3113734975548522,1986.0
7.225410365478381e-15,0.0,-1.0724312268076155,1.0292587911202133e-16,0.0,-1.059871458281937,-1.0292587911202133e-16,0.0,-0.10228401605242601,-0.3113734975548522,1987.0
7.225410365478381e-15,0.0,-0.8735316899626187,1.0292587911202133e-16,0.0,-1.0724312268076153,-1.0292587911202133e-16,0.0,0.3073123640878967,-0.3113734975548522,1988.0
7.225410365478381e-15,0.0,-1.9085211103469921,1.0292587911202133e-16,0.0,-0.8735316899626185,-1.0292587911202133e-16,0.0,-1.8843277404372323,-0.3113734975548522,1989.0
7.225410365478381e-15,0.0,-0.3292950963246682,1.0292587911202133e-16,0.0,-1.908521110346992,-1.0292587911202133e-16,0.0,5.6315051537004,-0.3113734975548522,1990.0
7.225410365478381e-15,0.0,1.0324300516546439,1.0292587911202133e-16,0.0,-0.32929509632466814,-1.0292587911202133e-16,0.0,1.7901086809785025,-0.3113734975548522,1991.0
7.225410365478381e-15,0.0,0.37238455424197786,-0.8278067004293316,0.0,1.0324300516546436,-1.0292587911202133e-16,0.0,-0.6680240429771084,0.06778307235164475,1992.0
7.225410365478381e-15,0.0,1.50129942028897,1.0292587911202133e-16,0.0,0.3723845542419778,-0.8278067004293315,0.0,1.1359656871725912,-0.3113734975548522,1993.0
7.225410365478381e-15,0.0,-3.9470914025995675e-16,1.9495323016353565,0.0,1.5012994202889696,-1.0292587911202133e-16,0.0,-0.07811423267994813,4.00331255210382,1994.0
7.225410365478381e-15,0.0,-3.9470914025995675e-16,0.9196004552607846,0.0,-3.9470914025995665e-16,1.9495323016353565,0.0,-0.07811423267994813,-0.3621757961670688,1998.0
7.225410365478381e-15,0.0,-3.9470914025995675e-16,0.7243874425177814,0.0,-3.9470914025995665e-16,0.9196004552607847,0.0,-0.07811423267994813,-0.3263968240515439,1999.0
7.225410365478381e-15,0.0,-3.9470914025995675e-16,-0.44924997176311904,0.0,-3.9470914025995665e-16,0.7243874425177815,0.0,-0.07811423267994813,-0.41242482506827227,2000.0
7.225410365478381e-15,0.0,-3.9470914025995675e-16,-0.3205931874881867,0.0,-3.9470914025995665e-16,-0.4492499717631189,0.0,-0.07811423267994813,-0.27261272392358094,2001.0
7.225410365478381e-15,0.0,-3.9470914025995675e-16,0.5127093145708354,0.0,-3.9470914025995665e-16,-0.3205931874881866,0.0,-0.07811423267994813,-0.11430868862716041,2002.0
7.225410365478381e-15,0.0,-3.9470914025995675e-16,-0.5067559671879326,0.0,-3.9470914025995665e-16,0.5127093145708355,0.0,-0.07811423267994813,-0.4121293489936429,2004.0
7.225410365478381e-15,0.0,-3.9470914025995675e-16,-0.9083646725266045,0.0,-3.9470914025995665e-16,-0.5067559671879326,0.0,-0.07811423267994813,-0.4492501205729109,2005.0
7.225410365478381e-15,0.0,-3.9470914025995675e-16,-0.5089257487440435,0.0,-3.9470914025995665e-16,-0.9083646725266044,0.0,-0.07811423267994813,5.062640833978971,2006.0
7.225410365478381e-15,0.0,-3.9470914025995675e-16,-0.16493883361519393,0.0,-3.9470914025995665e-16,-0.5089257487440433,0.0,-0.07811423267994813,-0.19265401832185206,2007.0
7.225410365478381e-15,0.0,-3.9470914025995675e-16,-0.5239113399099846,0.0,-3.9470914025995665e-16,-0.16493883361519385,0.0,-0.07811423267994813,-0.37873933542067933,2008.0
7.225410365478381e-15,0.0,-3.9470914025995675e-16,3.4777584554389582,0.0,-3.9470914025995665e-16,-0.5239113399099844,0.0,-0.07811423267994813,1.122114374280196,2009.0
7.225410365478381e-15,0.0,-3.9470914025995675e-16,5.3359925126327745,0.0,-3.9470914025995665e-16,3.4777584554389582,0.0,-0.07811423267994813,-0.2515741877738029,2010.0
7.225410365478381e-15,0.0,-3.9470914025995675e-16,-0.5784169195721833,0.0,-3.9470914025995665e-16,5.3359925126327745,0.0,-0.07811423267994813,-0.44515912683538256,2011.0
5.705953633422492,0.0,-3.9470914025995675e-16,1.0292587911202133e-16,0.0,-3.9470914025995665e-16,-0.5784169195721831,0.0,-0.07811423267994813,-0.3113734975548522,2017.0
-0.014073420703221531,0.0,-3.9470914025995675e-16,1.0292587911202133e-16,0.0,-3.9470914025995665e-16,-1.0292587911202133e-16,0.0,-0.07811423267994813,-0.3113734975548522,2018.0
-3.743092094888431,0.0,-3.9470914025995675e-16,1.0292587911202133e-16,0.0,-3.9470914025995665e-16,-1.0292587911202133e-16,0.0,-0.07811423267994813,-0.3113734975548522,2019.0
1.2724404350090777,0.0,-3.9470914025995675e-16,1.0292587911202133e-16,0.0,-3.9470914025995665e-16,-1.0292587911202133e-16,0.0,-0.07811423267994813,-0.3113734975548522,2020.0
0.23708056587048795,0.0,-3.9470914025995675e-16,1.0292587911202133e-16,0.0,-3.9470914025995665e-16,-1.0292587911202133e-16,0.0,-0.07811423267994813,-0.3113734975548522,2021.0
-0.07509949682056914,0.0,-3.9470914025995675e-16,1.0292587911202133e-16,0.0,-3.9470914025995665e-16,-1.0292587911202133e-16,0.0,-0.07811423267994813,-0.3113734975548522,2022.0
-2.6983697235834,0.0,-3.9470914025995675e-16,1.0292587911202133e-16,0.0,-3.9470914025995665e-16,-1.0292587911202133e-16,0.0,-0.07811423267994813,-0.3113734975548522,2023.0
-0.6848398983063777,0.0,-3.9470914025995675e-16,1.0292587911202133e-16,0.0,-3.9470914025995665e-16,-1.0292587911202133e-16,0.0,-0.07811423267994813,-0.3113734975548522,2024.0
